蓝光秒开,#genre#   

电影,#genre#
电影0,http://520574.xyz/dl/youku.php?id=8021972
电影1,http://520574.xyz/dl/youku.php?id=8022366
电影2,http://520574.xyz/dl/youku.php?id=8022040
电影3,http://520574.xyz/dl/youku.php?id=8022038
电影4,http://520574.xyz/dl/youku.php?id=8020381
电影5,http://520574.xyz/dl/youku.php?id=8020331
电影6,http://520574.xyz/dl/youku.php?id=8018618
电影7,http://520574.xyz/dl/youku.php?id=8031710
电影8,http://520574.xyz/dl/youku.php?id=8031706
电影9,http://520574.xyz/dl/youku.php?id=8031704
电影10,http://520574.xyz/dl/youku.php?id=8031620
电影11,http://520574.xyz/dl/youku.php?id=8031623
电影13,http://520574.xyz/dl/youku.php?id=8031592
电影14,http://520574.xyz/dl/youku.php?id=8031589
电影15,http://520574.xyz/dl/youku.php?id=8031587
电影16,http://520574.xyz/dl/youku.php?id=8031580
电影17,http://520574.xyz/dl/youku.php?id=8031574
电影19,http://520574.xyz/dl/youku.php?id=8027873
电影22,http://520574.xyz/dl/youku.php?id=8020409
电影23,http://520574.xyz/dl/youku.php?id=8020410
电影24,http://520574.xyz/dl/youku.php?id=8020408
电影25,http://520574.xyz/dl/youku.php?id=8035190
KiD电影1,http://101.71.255.229:6610/zjhs/2/10052/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
KiD电影2,http://101.71.255.229:6610/zjhs/2/10037/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
蓝光影视1台,http://112.17.40.145/PLTV/88888888/224/3221226608/index.m3u8
蓝光影视2台,http://112.17.40.145/PLTV/88888888/224/3221226606/index.m3u8
蓝光影视3台,http://112.17.40.145/PLTV/88888888/224/3221226360/index.m3u8
欧美影院,http://101.71.255.229:6610/zjhs/2/10037/z.m3u8?ZTEUPSTREAM=1&IASHttpSessionId=SLB4328320190321203540013412&m3u8_level=2&ztecid=10037&virtualDomain=zjhs.live_hls.zte.com&ispcode=3&tid=Q894B3E8EEZ3T19UG09L8B03GSWB&ts=1553493266#http://125.210.152.18:9090/live/OMYY.m3u8
亚洲影院,http://101.71.255.229:6610/zjhs/2/10052/z.m3u8?ZTEUPSTREAM=1&IASHttpSessionId=SLB4328320190321203540013412&m3u8_level=2&ztecid=10052&virtualDomain=zjhs.live_hls.zte.com&ispcode=3&tid=C3V7K4ET1VFDUJY6C1IASRV55G66&ts=1553493153#http://125.210.152.18:9090/live/YZYY.m3u8
峨眉山影视,https://dlhls-cdn-mp.zhanqi.tv/zqlive/295519_JkFS8.m3u8
经典影院,http://tx2play1.douyucdn.cn/85894rmovieChow_4000p.xs?uuid=
经典电影,http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
经典,http://hpull.kktv8.com/livekktv/104621340/playlist.m3u8
影视,http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
首播电影,http://dlhdl-cdn.zhanqi.tv/zqlive/53346_ESoth.flv
终极影院,http://pull.kktv8.com/livekktv/111536805.flv
东方影视,http://liveplay-kk.rtxapp.com/live/program/live/dsjpdhd/4000000/mnf.m3u8#http://liveplay-kk.rtxapp.com/live/program/live/dsjpdhd/2300000/mnf.m3u8#http://140.207.241.2:8080/live/program/live/dsjpdhd/2300000/mnf.m3u8
金马影院,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8#http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
开心影院,http://hpull.kktv8.com/livekktv/111536805/playlist.m3u8
七侠客栈,https://dlhls-cdn-mp.zhanqi.tv/zqlive/286120_2SFM6.m3u8
军旅剧场,http://a.315600.xyz/dl/aqy.php?id=380115122
精品剧场,http://125.210.152.18:9090/live/JPJC.m3u8
經典懷舊,http://106.54.30.243/dl/YY.php?t=1353518742
傑周潤發,http://106.54.30.243/dl/163cc.php?t=19681748
經典搞笑,http://106.54.30.243/dl/YY.php?t=28205255
僵屍女鬼,http://106.54.30.243/dl/YY.php?t=28882933
網球王子,http://106.54.30.243/dl/YY.php?t=22777075
動漫龍珠,http://106.54.30.243/dl/YY.php?t=26664495
女鬼相親,http://106.54.30.243/dl/YY.php?t=24066336
鬼片500,http://106.54.30.243/dl/YY.php?t=1353059120
女鬼艷鬼,http://106.54.30.243/dl/YY.php?t=30262199
歐美科幻,http://106.54.30.243/dl/YY.php?t=37988782
熱漫專場,http://106.54.30.243/dl/YY.php?t=1353103539
盜墓玄幻,http://106.54.30.243/dl/YY.php?t=1352875014
科幻電影,http://106.54.30.243/dl/YY.php?t=35133142
羅誌祥片,http://106.54.30.243/dl/YY.php?t=36912445
古惑仔片,http://106.54.30.243/dl/YY.php?t=1352469735
阿祖經典,http://106.54.30.243/dl/YY.php?t=25560981
迷妳短劇,http://106.54.30.243/dl/YY.php?t=1351511282
星光影视,https://dlhls-cdn-mp.zhanqi.tv/zqlive/299458_Av0vD.m3u8
Y+影院,http://111.0.93.5/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229999/index.m3u8?fmt=ts2hls
光影频道,http://120.221.5.177:8089/PLTV/88888888/224/3221225854/index.m3u8#http://120.221.5.177:8089/PLTV/88888888/224/3221225854/index.m3u8
UTV优视影院,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cn:8080/ysten-business/live/SD-1500k-576P-youshiyy/index.m3u8?
峨眉电影,http://scgctvshow.sctv.com/hdlive/emei/1.m3u8#http://scgctvshow.sctv.com/hdlive/emei/1.m3u8
李连杰,http://520574.xyz/dl/youku.php?id=8021912#http://dl.shanxiyaxing.com/优酷.php?id=8021912#http://520574.xyz/dl/youku.php?id=8021912
周星驰,http://520574.xyz/dl/youku.php?id=8021901#http://hls111.dszbdq.cn/yk.php?id=zxc#http://dl.shanxiyaxing.com/优酷.php?id=8021901#http://520574.xyz/dl/youku.php?id=8021901
成龙,http://520574.xyz/dl/youku.php?id=8021903#http://dl.shanxiyaxing.com/优酷.php?id=8021903#http://520574.xyz/dl/youku.php?id=8021903
刘德华,http://520574.xyz/dl/youku.php?id=8021902#http://dl.shanxiyaxing.com/优酷.php?id=8021902#http://520574.xyz/dl/youku.php?id=8021902
张学友,http://520574.xyz/dl/youku.php?id=8027929#http://dl.shanxiyaxing.com/优酷.php?id=8027929#http://520574.xyz/dl/youku.php?id=8027929
黎明,http://520574.xyz/dl/youku.php?id=8028239#http://dl.shanxiyaxing.com/优酷.php?id=8028239#http://520574.xyz/dl/youku.php?id=8028239
郭富城,http://520574.xyz/dl/youku.php?id=8027876#http://dl.shanxiyaxing.com/优酷.php?id=8027876#http://520574.xyz/dl/youku.php?id=8027876
谢霆锋,http://520574.xyz/dl/youku.php?id=8020518#http://dl.shanxiyaxing.com/优酷.php?id=8020518#http://520574.xyz/dl/youku.php?id=8020518
张国荣,http://520574.xyz/dl/youku.php?id=8019325#http://dl.shanxiyaxing.com/优酷.php?id=8019325#http://520574.xyz/dl/youku.php?id=8019325
周润发,http://520574.xyz/dl/youku.php?id=8021907#http://hls111.dszbdq.cn/yk.php?id=zrf#http://dl.shanxiyaxing.com/优酷.php?id=8021907#http://520574.xyz/dl/youku.php?id=8021907
任达华,http://520574.xyz/dl/youku.php?id=8026523#http://dl.shanxiyaxing.com/优酷.php?id=8026523#http://520574.xyz/dl/youku.php?id=8026523
吴彦祖,http://520574.xyz/dl/youku.php?id=8020520#http://dl.shanxiyaxing.com/优酷.php?id=8020520#http://520574.xyz/dl/youku.php?id=8020520
沈腾,http://520574.xyz/dl/youku.php?id=8026514#http://dl.shanxiyaxing.com/优酷.php?id=8026514#http://520574.xyz/dl/youku.php?id=8026514
黄渤,http://520574.xyz/dl/youku.php?id=8021910#http://dl.shanxiyaxing.com/优酷.php?id=8021910#http://520574.xyz/dl/youku.php?id=8021910
李小龙,http://520574.xyz/dl/youku.php?id=8020382#http://520574.xyz/dl/youku.php?id=8020382
郑中基,http://520574.xyz/dl/youku.php?id=8027935#http://dl.shanxiyaxing.com/优酷.php?id=8027935#http://520574.xyz/dl/youku.php?id=8027935
郑秀文,http://520574.xyz/dl/youku.php?id=8018673#http://520574.xyz/dl/youku.php?id=8018673
葛优,http://520574.xyz/dl/youku.php?id=8034804#http://520574.xyz/dl/youku.php?id=8034804
徐峥,http://520574.xyz/dl/youku.php?id=8034807#http://520574.xyz/dl/youku.php?id=8034807
文章马伊琍,http://520574.xyz/dl/youku.php?id=8021367#http://dl.shanxiyaxing.com/优酷.php?id=8021367#http://520574.xyz/dl/youku.php?id=8021367
宋慧乔宋仲基经典作品,http://520574.xyz/dl/youku.php?id=8020223#http://520574.xyz/dl/youku.php?id=8020223
金庸武侠电影合集,http://520574.xyz/dl/youku.php?id=8026519#http://520574.xyz/dl/youku.php?id=8026519
邵氏影院,http://hls111.dszbdq.cn/douyu.php?id=4246519#http://tx2play1.douyucdn.cn/live/4246519rBfGfNQap_4000.m3u8
邵氏老电影,https://cn-jswx2-cmcc-live-01.bilivideo.com/live-bvc/live_97065163_17925468.m3u8#http://42.56.91.136/live-bvc/164219/live_97065163_17925468.m3u8#http://42.56.91.136/live-bvc/164219/live_97065163_17925468.m3u8
邵氏电影,http://520574.xyz/dl/youku.php?id=8022364#http://520574.xyz/dl/youku.php?id=8022364#http://tv.kksyw.top/gy_666888/gn/youku.php?id=8022364#http://520574.xyz/dl/youku.php?id=8022364
邵氏电影2,http://520574.xyz/dl/youku.php?id=8031496#http://520574.xyz/dl/youku.php?id=8031496#http://tv.kksyw.top/gy_666888/gn/youku.php?id=8031496#http://520574.xyz/dl/youku.php?id=8031496
爱国电影,http://520574.xyz/dl/youku.php?id=8023167#http://dl.shanxiyaxing.com/优酷.php?id=8022040#http://520574.xyz/dl/youku.php?id=8023167
经典爱国电影,http://520574.xyz/dl/youku.php?id=8019463#http://520574.xyz/dl/youku.php?id=8019463
共赏爱国影片,http://520574.xyz/dl/youku.php?id=8035320#http://520574.xyz/dl/youku.php?id=8035320
酷影厅-硬汉厅视频,http://520574.xyz/dl/youku.php?id=8032842#http://520574.xyz/dl/youku.php?id=8032842
酷影厅-少女厅视频,http://520574.xyz/dl/youku.php?id=8032840#http://520574.xyz/dl/youku.php?id=8032840
酷影厅-亲子厅视频,http://520574.xyz/dl/youku.php?id=8032841#http://520574.xyz/dl/youku.php?id=8032841
粤语片,http://520574.xyz/dl/youku.php?id=8019006#http://520574.xyz/dl/youku.php?id=8019006
粤语电影粤语综艺,http://520574.xyz/dl/youku.php?id=8019450#http://520574.xyz/dl/youku.php?id=8019450
粤语片周润发,http://520574.xyz/dl/youku.php?id=8019007#http://520574.xyz/dl/youku.php?id=8019007
粤语片调查惊魂反腐大片,http://520574.xyz/dl/youku.php?id=8019311#http://520574.xyz/dl/youku.php?id=8019311
香港经典,http://520574.xyz/dl/youku.php?id=8019324#http://520574.xyz/dl/youku.php?id=8019324
经典校园,http://520574.xyz/dl/youku.php?id=8018659#http://520574.xyz/dl/youku.php?id=8018659
警匪电影,http://520574.xyz/dl/youku.php?id=8019691#http://dl.shanxiyaxing.com/优酷.php?id=8019691#http://520574.xyz/dl/youku.php?id=8019691
悬疑电影,http://520574.xyz/dl/youku.php?id=8019693#http://dl.shanxiyaxing.com/优酷.php?id=8019693#http://520574.xyz/dl/youku.php?id=8019693
奥斯卡经典,http://520574.xyz/dl/youku.php?id=8018655#http://520574.xyz/dl/youku.php?id=8018655
欧美英雄电影,http://520574.xyz/dl/youku.php?id=8026516#http://dl.shanxiyaxing.com/优酷.php?id=8026516#http://520574.xyz/dl/youku.php?id=8026516
末世硬核,http://520574.xyz/dl/youku.php?id=8019690#http://520574.xyz/dl/youku.php?id=8019690
流浪地球星际穿越科幻大片太空探险,http://520574.xyz/dl/youku.php?id=8019682#http://520574.xyz/dl/youku.php?id=8019682
反贪风暴战狼动作片热血巨制,http://520574.xyz/dl/youku.php?id=8019679
夏日里罗曼蒂克的时代电影,http://520574.xyz/dl/youku.php?id=8019680
超级快递港囧喜剧片爆笑之旅,http://520574.xyz/dl/youku.php?id=8019678
影卧虎藏龙武侠片的侠客梦,http://520574.xyz/dl/youku.php?id=8019692
盗墓技术哪家强,http://520574.xyz/dl/youku.php?id=8026522
张翰张钧甯齁甜爱恋,http://520574.xyz/dl/youku.php?id=8034728
我的团长我的,http://520574.xyz/dl/youku.php?id=8023122
情满四合院,http://520574.xyz/dl/youku.php?id=8034725#http://dl.shanxiyaxing.com/优酷.php?id=8034725
我们的八十年代,http://520574.xyz/dl/youku.php?id=8023159#http://dl.shanxiyaxing.com/优酷.php?id=8023159
楚乔传,http://520574.xyz/dl/youku.php?id=8019958#http://dl.shanxiyaxing.com/优酷.php?id=8019958
择天记,http://520574.xyz/dl/youku.php?id=8019978#http://dl.shanxiyaxing.com/优酷.php?id=8019978
天生要完美,http://520574.xyz/dl/youku.php?id=8023119#http://dl.shanxiyaxing.com/优酷.php?id=8023119
女王,https://video.kssznuu.cn/20200921/JI417fXw/index.m3u8
科学怪人,https://video.kssznuu.cn/20200919/k5PZ2Vpb/index.m3u8
战狼2,https://video.kssznuu.cn/20200919/zCO8l86B/index.m3u8
危险关系,https://video.kssznuu.cn/20200809/R3Roj7sI/index.m3u8
灵幻夹克,https://video.kssznuu.cn/20200919/9AWPnAZ1/index.m3u8
两只兔子,https://video.kssznuu.cn/20200919/E9AffDxr/index.m3u8
狂暴密林,https://video.kssznuu.cn/20200919/p3MNEQre/index.m3u8
空乘情人,https://video.kssznuu.cn/20200919/IFb77GKY/index.m3u8
鬼片惊悚,https://cn-jswx2-cmcc-live-01.bilivideo.com/live-bvc/381722/live_416544064_58389145.m3u8
斗鱼电影1,http://blank.m.awhost.cn/douyu.php?id=122402
斗鱼电影2,http://blank.m.awhost.cn/douyu.php?id=218859
斗鱼电影3,http://blank.m.awhost.cn/douyu.php?id=252802
斗鱼电影4,http://blank.m.awhost.cn/douyu.php?id=20415
斗鱼电影5,http://blank.m.awhost.cn/douyu.php?id=248753
斗鱼电影8,http://blank.m.awhost.cn/douyu.php?id=7712894
斗鱼电影9,http://blank.m.awhost.cn/douyu.php?id=5033502#http://blank.m.awhost.cn/douyu.php?id=36337
斗鱼电影10,http://blank.m.awhost.cn/douyu.php?id=4505431
斗鱼电影11,http://blank.m.awhost.cn/douyu.php?id=5581257
斗鱼电影12,http://blank.m.awhost.cn/douyu.php?id=5423
斗鱼电影13,http://blank.m.awhost.cn/douyu.php?id=2793084
斗鱼电影14,http://blank.m.awhost.cn/douyu.php?id=1226741
斗鱼电影15,http://blank.m.awhost.cn/douyu.php?id=7882691
斗鱼电影16,http://blank.m.awhost.cn/douyu.php?id=7077241
斗鱼电影19,http://blank.m.awhost.cn/douyu.php?id=562225
斗鱼电影20,http://blank.m.awhost.cn/douyu.php?id=6763930
斗鱼电影21,http://blank.m.awhost.cn/douyu.php?id=2436390
斗鱼电影22,http://blank.m.awhost.cn/douyu.php?id=4290711
斗鱼电影23,http://blank.m.awhost.cn/douyu.php?id=5522351
斗鱼电影24,http://blank.m.awhost.cn/douyu.php?id=5127679
斗鱼电影25,http://blank.m.awhost.cn/douyu.php?id=7359565
斗鱼电影26,http://blank.m.awhost.cn/douyu.php?id=1023812
斗鱼电影27,http://blank.m.awhost.cn/douyu.php?id=7984182
斗鱼电影28,http://blank.m.awhost.cn/douyu.php?id=7412199
YY经典港片-动作枪战恩仇,http://www.mytvhd.xyz/yy.php?id=37758710
YY香港赌片-精彩不间断,http://www.mytvhd.xyz/yy.php?id=29900720
YY周星驰-经典搞笑赌片,http://www.mytvhd.xyz/yy.php?id=1353881242
YY林正英-僵尸鬼片,http://www.mytvhd.xyz/yy.php?id=34229877
YY-亮剑 超清全屏,http://www.mytvhd.xyz/yy.php?id=32110908
YY-欧美《新电影》500部,http://www.mytvhd.xyz/yy.php?id=14503914
YY-雍正王朝,http://www.mytvhd.xyz/yy.php?id=26650882
YY林正英,http://www.mytvhd.xyz/yy.php?id=24066336
YY爱情公寓,http://www.mytvhd.xyz/yy.php?id=38525272
YY-发哥赌神电影系列,http://www.mytvhd.xyz/yy.php?id=39589923
YY-古惑仔系列,http://www.mytvhd.xyz/yy.php?id=1382658857
YY-林正英搞笑僵尸,http://www.mytvhd.xyz/yy.php?id=1351505899
YY-胡歌 郡主,http://www.mytvhd.xyz/yy.php?id=35467265
YY甄子丹系列,http://www.mytvhd.xyz/yy.php?id=1353314294
YY-《欧美电影》狙击动作,http://www.mytvhd.xyz/yy.php?id=1331053117
YY-天龙倚天笑傲,http://www.mytvhd.xyz/yy.php?id=1351814644
YY-元芳你怎么看,http://www.mytvhd.xyz/yy.php?id=1351755386
YY欧美-新片500部,http://www.mytvhd.xyz/yy.php?id=1353426319
YY-康熙微服私访记-全集,http://www.mytvhd.xyz/yy.php?id=34811100
YY-铁齿铜牙纪晓岚,http://www.mytvhd.xyz/yy.php?id=22039119
YY恐怖片鬼片-港片最全,http://www.mytvhd.xyz/yy.php?id=67242782
YY少年包青天-经典悬疑,http://www.mytvhd.xyz/yy.php?id=1382655207
YY林正英-僵尸王系列,http://www.mytvhd.xyz/yy.php?id=1353685311
YY-赌片 赌神 赌侠 赌圣,http://www.mytvhd.xyz/yy.php?id=1352487950
YY鹿鼎记- 高清经典,http://www.mytvhd.xyz/yy.php?id=28265277
YY重案六组-破案神剧,http://www.mytvhd.xyz/yy.php?id=1382660045
YY成龙经典-动作 搞笑,http://www.mytvhd.xyz/yy.php?id=34460526
YY海外电影-超燃巨作,http://www.mytvhd.xyz/yy.php?id=26623173
YY-乔四爷续集,http://www.mytvhd.xyz/yy.php?id=39360972
YY-新三国超清,http://www.mytvhd.xyz/yy.php?id=1382646395
YY动漫-斗罗斗破,http://www.mytvhd.xyz/yy.php?id=35742228
YY-延禧攻略1-2部全集,http://www.mytvhd.xyz/yy.php?id=21881901
YY-燕双鹰专场,http://www.mytvhd.xyz/yy.php?id=1352227153
YY-港片 赌片 动作 喜剧,http://www.mytvhd.xyz/yy.php?id=28751126
YY赌片-24H精彩不断,http://www.mytvhd.xyz/yy.php?id=77869868
YY僵尸玄幻-惊险刺激电影,http://www.mytvhd.xyz/yy.php?id=24921161
YY新三国-萌儿陪看,http://www.mytvhd.xyz/yy.php?id=29216766
YY新三国-电视剧,http://www.mytvhd.xyz/yy.php?id=49259936
YY-新主播，求照顾,http://www.mytvhd.xyz/yy.php?id=1353074059#http://www.mytvhd.xyz/yy.php?id=1352843113#http://www.mytvhd.xyz/yy.php?id=1353507954#http://www.mytvhd.xyz/yy.php?id=1351417866
YY-欧美 科幻 动作 战争,http://www.mytvhd.xyz/yy.php?id=32140089
YY-经典剧一【我是特种兵-一,http://www.mytvhd.xyz/yy.php?id=37228835
YY动漫- 斗罗斗破,http://www.mytvhd.xyz/yy.php?id=33712228
YY港片- 赌片 动作,http://www.mytvhd.xyz/yy.php?id=1352216562#http://www.mytvhd.xyz/yy.php?id=30532977
YY斗罗斗破-超清全屏,http://www.mytvhd.xyz/yy.php?id=1353098382
YY-搞笑周星驰系列,http://www.mytvhd.xyz/yy.php?id=1352227227
YY-林正英《鬼片影视》,http://www.mytvhd.xyz/yy.php?id=1353018737
YY-亮剑,http://www.mytvhd.xyz/yy.php?id=1351706522
YY-电影-鬼片 女鬼来了,http://www.mytvhd.xyz/yy.php?id=22006255
YY-新主播,http://www.mytvhd.xyz/yy.php?id=1351517815
YY利刃出击,http://www.mytvhd.xyz/yy.php?id=1353990728
优酷|周润发,http://kumeitv.top/youku.php?id=8021907
优酷|刘德华,http://kumeitv.top/youku.php?id=8018618
优酷|金庸武侠,http://kumeitv.top/youku.php?id=8026519
优酷|如果可以这样爱,http://kumeitv.top/youku.php?id=8019192
优酷|奥斯卡,http://kumeitv.top/youku.php?id=8018655
优酷|宋慧乔,http://kumeitv.top/youku.php?id=8020223
黑莓电影,http://39.134.67.55:80/wh7f454c46tw3646751599_-2006157738/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/1590395905-1.m3u8
黑莓电竞,http://39.135.137.35:80/wh7f454c46tw3709749107_77419460/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/1590395968-1.m3u8
黑莓动画,http://39.134.67.7:80/wh7f454c46tw3677941986_2066137605/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/1590395940-1.m3u8
河东影视,http://jsylivealone302.iqilu.com/live/hedong_tv01/index.m3u8#http://jsylivealone302.iqilu.com/live/hedong_tv01/index.m3u8
高清电影HD,http://112.17.40.140/PLTV/88888888/224/3221226176/index.m3u8
动漫电影HD,http://112.17.40.140/PLTV/88888888/224/3221226178/index.m3u8
高清HD,http://112.17.40.140/PLTV/88888888/224/3221226179/index.m3u8
天威HD,http://112.17.40.140/PLTV/88888888/224/3221226181/index.m3u8
歌华HD,http://112.17.40.140/PLTV/88888888/224/3221226245/index.m3u8
华语经典,http://hls111.dszbdq.cn/douyu.php?id=122402
粤语电影,http://hls111.dszbdq.cn/yk.php?id=yueyutt
私人影院1,http://tx2play1.douyucdn.cn/live/20415rnWbjg6Ex1K.flv
私人影院2,http://tx2play1.douyucdn.cn/live/85894rmovieChow.flv
私人影院3,http://tx2play1.douyucdn.cn/live/20415rnWbjg6Ex1K_2000.flv?uuid=
私人影院4,http://tx2play1.douyucdn.cn/live/252802rbQGaZXUQi_2000p.flv?uuid=
TVB港剧二台,https://dlhls-cdn-mp.zhanqi.tv/zqlive/123407_XhQs9.m3u8#https://dlhls-cdn-mp.zhanqi.tv/zqlive/123407_XhQs9.m3u8
齐影视功夫,http://dlhdl-cdn.zhanqi.tv/zqlive/301200_QSU3A.flv
齐影峨眉山台,https://dlhls-cdn-mp.zhanqi.tv/zqlive/295519_JkFS8.m3u8
TVB功夫台,http://dlhls-cdn-mp.zhanqi.tv/zqlive/301200_QSU3A.m3u8
峨眉电影HD,http://scgctvshow.sctv.com/hdlive/emei/1.m3u8
仪陇影视剧,https://dlhls-cdn-mp.zhanqi.tv/zqlive/285305_4Cz3X.m3u8
周口电视剧,http://dlhdl-cdn.zhanqi.tv/zqlive/194839_XtiBg.flv#https://dlhls-cdn-mp.zhanqi.tv/zqlive/194839_XtiBg.m3u8
周润发粤语,http://dl.shanxiyaxing.com/优酷.php?id=8019007
林志玲,http://dl.shanxiyaxing.com/优酷.php?id=8019694
刘德华电影,http://dl.shanxiyaxing.com/优酷.php?id=8020329
李连杰电影,http://dl.shanxiyaxing.com/优酷.php?id=8020330
成龙电影,http://dl.shanxiyaxing.com/优酷.php?id=8020331
梁家辉,http://dl.shanxiyaxing.com/优酷.php?id=8027873
刘青云,http://dl.shanxiyaxing.com/优酷.php?id=8019311
古天乐,http://dl.shanxiyaxing.com/优酷.php?id=8019006
宋慧乔宋仲基,http://dl.shanxiyaxing.com/优酷.php?id=8020223
胡歌,http://dl.shanxiyaxing.com/爱奇艺.php?id=3807164
王凯,http://dl.shanxiyaxing.com/爱奇艺.php?id=3807180
靳东,http://dl.shanxiyaxing.com/爱奇艺.php?id=3807182
唐嫣,http://dl.shanxiyaxing.com/爱奇艺.php?id=3807184
聂远,http://dl.shanxiyaxing.com/爱奇艺.php?id=4013101
倪大妮,http://dl.shanxiyaxing.com/爱奇艺.php?id=3807186
朱亚文,http://dl.shanxiyaxing.com/爱奇艺.php?id=3807168
赵丽颖,http://dl.shanxiyaxing.com/爱奇艺.php?id=3806664
张嘉译,http://dl.shanxiyaxing.com/爱奇艺.php?id=3806662
郭德纲,http://dl.shanxiyaxing.com/爱奇艺.php?id=3802073
家有儿女,http://dl.shanxiyaxing.com/爱奇艺.php?id=3807172
热播剧场,http://dl.shanxiyaxing.com/爱奇艺.php?id=3801853
抗战剧场,http://dl.shanxiyaxing.com/爱奇艺.php?id=3802154
碟战剧场,http://dl.shanxiyaxing.com/爱奇艺.php?id=3802157
青春剧场,http://dl.shanxiyaxing.com/爱奇艺.php?id=3802161
经典重温,http://dl.shanxiyaxing.com/爱奇艺.php?id=3801152
宫廷正剧,http://dl.shanxiyaxing.com/爱奇艺.php?id=3801153
收视冠军,http://dl.shanxiyaxing.com/爱奇艺.php?id=3801285
奥斯卡电影,http://dl.shanxiyaxing.com/优酷.php?id=8018655
欧美大片,http://dl.shanxiyaxing.com/优酷.php?id=8020381
粤语电影天堂,http://dl.shanxiyaxing.com/优酷.php?id=8020382
粤语电影综艺,http://dl.shanxiyaxing.com/优酷.php?id=8019450
香港经典影片,http://dl.shanxiyaxing.com/优酷.php?id=8019324
电影港片大片,http://dl.shanxiyaxing.com/优酷.php?id=8020408
武侠电影,http://dl.shanxiyaxing.com/优酷.php?id=8019692
酷影厅硬汉厅,http://dl.shanxiyaxing.com/优酷.php?id=8032842
爱国影片,http://dl.shanxiyaxing.com/优酷.php?id=8019464
爱国题材电影,http://dl.shanxiyaxing.com/优酷.php?id=8019463
红色经典,http://dl.shanxiyaxing.com/优酷.php?id=8023167
热血电影,http://dl.shanxiyaxing.com/优酷.php?id=8022038
电影动作大片,http://dl.shanxiyaxing.com/优酷.php?id=8020409
电影喜剧大片,http://dl.shanxiyaxing.com/优酷.php?id=8020410
电影爱情大片,http://dl.shanxiyaxing.com/优酷.php?id=8020411
科幻电影,http://dl.shanxiyaxing.com/优酷.php?id=8019682
金庸武侠电影集,http://dl.shanxiyaxing.com/优酷.php?id=8026519
金庸武侠电影集2,http://dl.shanxiyaxing.com/优酷.php?id=8022364
经典校园青春电影,http://dl.shanxiyaxing.com/优酷.php?id=8018659
古墓探险,http://dl.shanxiyaxing.com/优酷.php?id=8022366
盗墓电影,http://dl.shanxiyaxing.com/优酷.php?id=8026522
德云社,http://dl.shanxiyaxing.com/优酷.php?id=8045775
搞笑视频大全,http://dl.shanxiyaxing.com/优酷.php?id=8019254
罗曼蒂克的时代电影,http://dl.shanxiyaxing.com/优酷.php?id=8019680
欢乐颂,http://dl.shanxiyaxing.com/优酷.php?id=8019096
筑梦情缘,http://dl.shanxiyaxing.com/优酷.php?id=8019190
推手,http://dl.shanxiyaxing.com/优酷.php?id=8019092
封神榜,http://dl.shanxiyaxing.com/优酷.php?id=8034750
谎言的诱惑,http://dl.shanxiyaxing.com/优酷.php?id=8034734
风云2,http://dl.shanxiyaxing.com/优酷.php?id=8019979
搞笑一家人,http://dl.shanxiyaxing.com/优酷.php?id=8019637
滚滚红尘,http://dl.shanxiyaxing.com/优酷.php?id=8019956
水浒传,http://dl.shanxiyaxing.com/优酷.php?id=8034745
如果可以这样爱,http://dl.shanxiyaxing.com/优酷.php?id=8019192
温暖的弦,http://dl.shanxiyaxing.com/优酷.php?id=8034728
我的团长我的团,http://dl.shanxiyaxing.com/优酷.php?id=8023122
复仇者联盟4,http://dl.shanxiyaxing.com/优酷.php?id=8021972
時裝頻道,http://jc-qlive-play.jingchangkan.cn/live/3473_171322168_W9MX.m3u8
迪拜赛马,http://dmisvthvll.cdn.mangomolo.com/events/smil:events.smil/chunklist_b1600000.m3u8
红星电视,http://kprf-htlive.cdn.ngenix.net/live/_definst_/stream_high/chunklist.m3u8
3D频道高清,http://112.17.40.140/PLTV/88888888/224/3221226475/index.m3u8
女团来了,http://dl.shanxiyaxing.com/优酷.php?id=8019196
音乐现场,http://120.221.5.113:8089/PLTV/88888888/224/3221226059/index.m3u8
欢乐集结号,http://dl.shanxiyaxing.com/优酷.php?id=8022309
舞蹈视界,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cn:8080/ysten-business/live/SD-1500k-576P-youshizy/index.m3u8?
一站到底,http://dl.shanxiyaxing.com/优酷.php?id=8019585
非你莫属,http://dl.shanxiyaxing.com/优酷.php?id=8019584
中国式相亲,http://dl.shanxiyaxing.com/优酷.php?id=8023983
音乐台高清,http://112.17.40.140/PLTV/88888888/224/3221226120/index.m3u8
春晚相声小品,http://vvkybp115.m.awhost.cn/TV/huyatv.php?id=11336593
